transaction_id,account_id,customer_name,date,transaction_type,amount,channel,balance
TXN1283,ACC103,Ravi,2023-01-12 19:00:00,Credit,2283.7,UPI,1397547.7099999995
TXN1284,ACC101,Anita,2023-01-12 20:00:00,Debit,2193.53,Card,1399741.2399999995
TXN1285,ACC102,Anita,2023-01-12 21:00:00,Debit,852.87,UPI,1400594.1099999996
TXN1286,ACC101,Anita,2023-01-12 22:00:00,Credit,3712.59,ATM,1404306.6999999997
TXN1287,ACC101,Anita,2023-01-12 23:00:00,Debit,2918.87,UPI,1407225.5699999998
TXN1288,ACC103,Anita,2023-01-13 00:00:00,Credit,8887.13,UPI,1416112.6999999997
TXN1289,ACC101,Rahul,2023-01-13 01:00:00,Debit,7824.57,ATM,1423937.2699999998
TXN1290,ACC103,Rahul,2023-01-13 02:00:00,Credit,1179.74,Card,1425117.0099999998
TXN1291,ACC102,Rahul,2023-01-13 03:00:00,Debit,8519.98,NetBanking,1433636.9899999998
TXN1292,ACC103,Rahul,2023-01-13 04:00:00,Credit,1185.03,Card,1434822.0199999998
TXN1293,ACC101,Anita,2023-01-13 05:00:00,Credit,7230.06,NetBanking,1442052.0799999998
TXN1294,ACC101,Rahul,2023-01-13 06:00:00,Credit,5770.96,ATM,1447823.0399999998
TXN1295,ACC101,Priya,2023-01-13 07:00:00,Credit,959.4,NetBanking,1448782.4399999997
TXN1296,ACC101,Ravi,2023-01-13 08:00:00,Credit,9062.75,ATM,1457845.1899999997
TXN1297,ACC103,Rahul,2023-01-13 09:00:00,Credit,8758.21,NetBanking,1466603.3999999997
TXN1298,ACC103,Rahul,2023-01-13 10:00:00,Debit,8454.13,ATM,1475057.5299999996
TXN1299,ACC101,Priya,2023-01-13 11:00:00,Credit,3758.72,ATM,1478816.2499999995
TXN1300,ACC103,Anita,2023-01-13 12:00:00,Debit,2307.22,Card,1481123.4699999995
TXN1301,ACC102,Ravi,2023-01-13 13:00:00,Debit,9971.41,UPI,1491094.8799999994
TXN1302,ACC102,Ravi,2023-01-13 14:00:00,Credit,8191.65,ATM,1499286.5299999993
TXN1303,ACC102,Rahul,2023-01-13 15:00:00,Debit,517.07,NetBanking,1499803.5999999994
TXN1304,ACC101,Ravi,2023-01-13 16:00:00,Debit,3795.45,UPI,1503599.0499999993
TXN1305,ACC102,Priya,2023-01-13 17:00:00,Debit,8140.65,Card,1511739.6999999993
TXN1306,ACC103,Ravi,2023-01-13 18:00:00,Debit,5331.01,NetBanking,1517070.7099999993
TXN1307,ACC102,Rahul,2023-01-13 19:00:00,Debit,2546.6,UPI,1519617.3099999994
TXN1308,ACC103,Rahul,2023-01-13 20:00:00,Debit,7949.59,Card,1527566.8999999994
TXN1309,ACC103,Ravi,2023-01-13 21:00:00,Credit,2691.34,Card,1530258.2399999995
TXN1310,ACC102,Rahul,2023-01-13 22:00:00,Debit,103.94,NetBanking,1530362.1799999995
TXN1311,ACC101,Ravi,2023-01-13 23:00:00,Debit,2390.06,UPI,1532752.2399999995
TXN1312,ACC102,Priya,2023-01-14 00:00:00,Credit,9934.37,NetBanking,1542686.6099999996
TXN1313,ACC103,Ravi,2023-01-14 01:00:00,Credit,6596.39,ATM,1549282.9999999995
TXN1314,ACC103,Anita,2023-01-14 02:00:00,Credit,2284.61,Card,1551567.6099999996
TXN1315,ACC101,Rahul,2023-01-14 03:00:00,Credit,6892.78,Card,1558460.3899999997
TXN1316,ACC101,Priya,2023-01-14 04:00:00,Credit,6900.68,UPI,1565361.0699999996
TXN1317,ACC101,Ravi,2023-01-14 05:00:00,Credit,6443.35,Card,1571804.4199999997
TXN1318,ACC103,Rahul,2023-01-14 06:00:00,Debit,798.43,Card,1572602.8499999996
TXN1319,ACC101,Anita,2023-01-14 07:00:00,Credit,2505.34,NetBanking,1575108.1899999997
TXN1320,ACC102,Priya,2023-01-14 08:00:00,Credit,8721.29,UPI,1583829.4799999997
TXN1321,ACC101,Anita,2023-01-14 09:00:00,Debit,7373.93,Card,1591203.4099999997
TXN1322,ACC103,Priya,2023-01-14 10:00:00,Debit,1761.38,Card,1592964.7899999996
TXN1323,ACC103,Ravi,2023-01-14 11:00:00,Credit,3056.04,Card,1596020.8299999996
TXN1324,ACC101,Rahul,2023-01-14 12:00:00,Debit,5670.95,NetBanking,1601691.7799999996
TXN1325,ACC102,Rahul,2023-01-14 13:00:00,Credit,8281.81,ATM,1609973.5899999996
TXN1326,ACC102,Ravi,2023-01-14 14:00:00,Debit,2085.11,ATM,1612058.6999999997
TXN1327,ACC103,Ravi,2023-01-14 15:00:00,Credit,1106.49,Card,1613165.1899999997
TXN1328,ACC102,Anita,2023-01-14 16:00:00,Credit,3880.5,NetBanking,1617045.6899999997
TXN1329,ACC103,Priya,2023-01-14 17:00:00,Credit,9132.3,UPI,1626177.9899999998
TXN1330,ACC101,Ravi,2023-01-14 18:00:00,Credit,2679.08,UPI,1628857.0699999998
TXN1331,ACC102,Rahul,2023-01-14 19:00:00,Debit,1172.21,Card,1630029.2799999998
TXN1332,ACC102,Ravi,2023-01-14 20:00:00,Credit,653.84,ATM,1630683.1199999999
TXN1333,ACC101,Ravi,2023-01-14 21:00:00,Debit,3581.54,NetBanking,1634264.66
TXN1334,ACC102,Rahul,2023-01-14 22:00:00,Credit,472.51,ATM,1634737.17
TXN1335,ACC102,Ravi,2023-01-14 23:00:00,Credit,5872.04,Card,1640609.21
TXN1336,ACC103,Priya,2023-01-15 00:00:00,Credit,6758.31,UPI,1647367.52
TXN1337,ACC103,Anita,2023-01-15 01:00:00,Credit,4658.79,ATM,1652026.31
TXN1338,ACC101,Ravi,2023-01-15 02:00:00,Debit,7437.06,UPI,1659463.37
TXN1339,ACC103,Ravi,2023-01-15 03:00:00,Credit,5060.15,ATM,1664523.52
TXN1340,ACC101,Priya,2023-01-15 04:00:00,Credit,7053.29,NetBanking,1671576.81
TXN1341,ACC103,Priya,2023-01-15 05:00:00,Debit,2383.34,NetBanking,1673960.1500000001
TXN1342,ACC101,Ravi,2023-01-15 06:00:00,Credit,7471.66,NetBanking,1681431.81
TXN1343,ACC103,Ravi,2023-01-15 07:00:00,Credit,5066.21,NetBanking,1686498.02
TXN1344,ACC103,Ravi,2023-01-15 08:00:00,Credit,7083.15,ATM,1693581.17
TXN1345,ACC101,Anita,2023-01-15 09:00:00,Credit,4522.31,ATM,1698103.48
TXN1346,ACC103,Anita,2023-01-15 10:00:00,Debit,5108.81,UPI,1703212.29
TXN1347,ACC101,Anita,2023-01-15 11:00:00,Debit,511.2,Card,1703723.49
TXN1348,ACC103,Ravi,2023-01-15 12:00:00,Debit,4944.16,ATM,1708667.65
TXN1349,ACC101,Priya,2023-01-15 13:00:00,Debit,1508.65,ATM,1710176.2999999998
TXN1350,ACC102,Anita,2023-01-15 14:00:00,Credit,1510.71,Card,1711687.0099999998
TXN1351,ACC103,Ravi,2023-01-15 15:00:00,Credit,4390.17,ATM,1716077.1799999997
TXN1352,ACC102,Ravi,2023-01-15 16:00:00,Debit,5804.53,Card,1721881.7099999997
TXN1353,ACC101,Anita,2023-01-15 17:00:00,Credit,3496.18,UPI,1725377.8899999997
TXN1354,ACC103,Ravi,2023-01-15 18:00:00,Credit,1688.87,UPI,1727066.7599999998
TXN1355,ACC103,Anita,2023-01-15 19:00:00,Debit,7439.96,ATM,1734506.7199999997
TXN1356,ACC103,Rahul,2023-01-15 20:00:00,Credit,9634.61,ATM,1744141.3299999998
TXN1357,ACC101,Ravi,2023-01-15 21:00:00,Debit,7363.06,Card,1751504.39
TXN1358,ACC102,Rahul,2023-01-15 22:00:00,Debit,862.94,NetBanking,1752367.3299999998
TXN1359,ACC103,Priya,2023-01-15 23:00:00,Credit,8424.99,ATM,1760792.3199999998
TXN1360,ACC102,Rahul,2023-01-16 00:00:00,Debit,768.39,ATM,1761560.7099999997
TXN1361,ACC102,Ravi,2023-01-16 01:00:00,Debit,4419.49,UPI,1765980.1999999997
TXN1362,ACC102,Priya,2023-01-16 02:00:00,Credit,9295.74,NetBanking,1775275.9399999997
TXN1363,ACC102,Priya,2023-01-16 03:00:00,Credit,2705.48,ATM,1777981.4199999997
TXN1364,ACC101,Anita,2023-01-16 04:00:00,Debit,1366.74,Card,1779348.1599999997
TXN1365,ACC102,Ravi,2023-01-16 05:00:00,Debit,7646.16,Card,1786994.3199999996
TXN1366,ACC103,Anita,2023-01-16 06:00:00,Debit,9293.22,ATM,1796287.5399999996
TXN1367,ACC102,Priya,2023-01-16 07:00:00,Debit,3325.11,Card,1799612.6499999997
TXN1368,ACC101,Ravi,2023-01-16 08:00:00,Credit,2401.34,ATM,1802013.9899999998
TXN1369,ACC101,Priya,2023-01-16 09:00:00,Credit,1906.61,UPI,1803920.5999999999
TXN1370,ACC103,Ravi,2023-01-16 10:00:00,Credit,9636.03,NetBanking,1813556.63
TXN1371,ACC103,Ravi,2023-01-16 11:00:00,Debit,5808.68,Card,1819365.3099999998
TXN1372,ACC102,Ravi,2023-01-16 12:00:00,Debit,8614.87,ATM,1827980.18
TXN1373,ACC101,Ravi,2023-01-16 13:00:00,Debit,3152.62,ATM,1831132.8
TXN1374,ACC101,Ravi,2023-01-16 14:00:00,Credit,658.72,Card,1831791.52
TXN1375,ACC101,Ravi,2023-01-16 15:00:00,Credit,4592.66,UPI,1836384.18
TXN1376,ACC103,Rahul,2023-01-16 16:00:00,Credit,2150.39,NetBanking,1838534.5699999998
TXN1377,ACC103,Anita,2023-01-16 17:00:00,Credit,5237.94,Card,1843772.5099999998
TXN1378,ACC101,Anita,2023-01-16 18:00:00,Credit,5426.08,ATM,1849198.5899999999
TXN1379,ACC102,Rahul,2023-01-16 19:00:00,Debit,3013.45,ATM,1852212.0399999998
TXN1380,ACC102,Priya,2023-01-16 20:00:00,Credit,3143.79,UPI,1855355.8299999998
TXN1381,ACC102,Rahul,2023-01-16 21:00:00,Debit,339.32,Card,1855695.15
TXN1382,ACC103,Rahul,2023-01-16 22:00:00,Debit,4261.98,ATM,1859957.13
TXN1383,ACC102,Anita,2023-01-16 23:00:00,Debit,3304.53,UPI,1863261.66
TXN1384,ACC102,Rahul,2023-01-17 00:00:00,Credit,6232.95,ATM,1869494.6099999999
TXN1385,ACC101,Rahul,2023-01-17 01:00:00,Credit,8611.65,Card,1878106.2599999998
TXN1386,ACC102,Anita,2023-01-17 02:00:00,Credit,4977.14,ATM,1883083.3999999997
TXN1387,ACC103,Anita,2023-01-17 03:00:00,Credit,918.81,UPI,1884002.2099999997
TXN1388,ACC101,Ravi,2023-01-17 04:00:00,Debit,9341.46,UPI,1893343.6699999997
TXN1389,ACC101,Anita,2023-01-17 05:00:00,Credit,8102.44,UPI,1901446.1099999996
TXN1390,ACC101,Priya,2023-01-17 06:00:00,Credit,3718.64,UPI,1905164.7499999995
TXN1391,ACC103,Priya,2023-01-17 07:00:00,Debit,3374.22,Card,1908538.9699999995
TXN1392,ACC102,Rahul,2023-01-17 08:00:00,Debit,9385.55,UPI,1917924.5199999996
TXN1393,ACC102,Anita,2023-01-17 09:00:00,Debit,3811.45,Card,1921735.9699999995
TXN1394,ACC102,Anita,2023-01-17 10:00:00,Debit,6394.44,NetBanking,1928130.4099999995
TXN1395,ACC101,Ravi,2023-01-17 11:00:00,Debit,9854.91,NetBanking,1937985.3199999994
TXN1396,ACC101,Ravi,2023-01-17 12:00:00,Credit,463.72,ATM,1938449.0399999993
TXN1397,ACC101,Priya,2023-01-17 13:00:00,Credit,3214.85,NetBanking,1941663.8899999994
TXN1398,ACC103,Ravi,2023-01-17 14:00:00,Credit,2389.23,ATM,1944053.1199999994
TXN1399,ACC102,Anita,2023-01-17 15:00:00,Debit,9231.42,Card,1953284.5399999993
TXN1400,ACC103,Priya,2023-01-17 16:00:00,Credit,5556.25,Card,1958840.7899999993
TXN1401,ACC103,Priya,2023-01-17 17:00:00,Debit,631.76,UPI,1959472.5499999993
TXN1402,ACC101,Rahul,2023-01-17 18:00:00,Debit,7576.96,NetBanking,1967049.5099999993
TXN1403,ACC102,Rahul,2023-01-17 19:00:00,Credit,6872.43,UPI,1973921.9399999992
TXN1404,ACC101,Priya,2023-01-17 20:00:00,Credit,6655.52,UPI,1980577.4599999993
TXN1405,ACC102,Ravi,2023-01-17 21:00:00,Debit,9561.71,ATM,1990139.1699999992
TXN1406,ACC103,Rahul,2023-01-17 22:00:00,Credit,8758.56,NetBanking,1998897.7299999993
TXN1407,ACC103,Anita,2023-01-17 23:00:00,Debit,7557.19,UPI,2006454.9199999992
TXN1408,ACC101,Ravi,2023-01-18 00:00:00,Debit,2304.39,Card,2008759.3099999991
TXN1409,ACC103,Ravi,2023-01-18 01:00:00,Credit,1466.35,UPI,2010225.6599999992
TXN1410,ACC103,Priya,2023-01-18 02:00:00,Debit,2286.79,NetBanking,2012512.4499999993
TXN1411,ACC103,Anita,2023-01-18 03:00:00,Debit,2134.55,Card,2014646.9999999993
TXN1412,ACC103,Priya,2023-01-18 04:00:00,Credit,5722.85,ATM,2020369.8499999994
TXN1413,ACC101,Anita,2023-01-18 05:00:00,Debit,6664.13,ATM,2027033.9799999993
TXN1414,ACC102,Priya,2023-01-18 06:00:00,Credit,5321.43,UPI,2032355.4099999992
TXN1415,ACC103,Ravi,2023-01-18 07:00:00,Debit,657.86,NetBanking,2033013.2699999993
TXN1416,ACC101,Rahul,2023-01-18 08:00:00,Credit,3695.31,ATM,2036708.5799999994
TXN1417,ACC101,Ravi,2023-01-18 09:00:00,Credit,9680.5,Card,2046389.0799999994
TXN1418,ACC102,Ravi,2023-01-18 10:00:00,Credit,6985.56,ATM,2053374.6399999994
TXN1419,ACC102,Ravi,2023-01-18 11:00:00,Credit,3760.42,Card,2057135.0599999994
TXN1420,ACC102,Anita,2023-01-18 12:00:00,Credit,6749.1,NetBanking,2063884.1599999995
TXN1421,ACC101,Rahul,2023-01-18 13:00:00,Debit,2724.59,Card,2066608.7499999995
TXN1422,ACC103,Priya,2023-01-18 14:00:00,Debit,867.03,Card,2067475.7799999996
TXN1423,ACC103,Ravi,2023-01-18 15:00:00,Credit,5327.86,ATM,2072803.6399999997
TXN1424,ACC103,Anita,2023-01-18 16:00:00,Debit,2968.71,ATM,2075772.3499999996
TXN1425,ACC101,Rahul,2023-01-18 17:00:00,Credit,4868.35,Card,2080640.6999999997
TXN1426,ACC103,Priya,2023-01-18 18:00:00,Credit,9029.75,Card,2089670.4499999997
TXN1427,ACC101,Priya,2023-01-18 19:00:00,Credit,6552.23,NetBanking,2096222.6799999997
TXN1428,ACC101,Rahul,2023-01-18 20:00:00,Credit,7260.86,UPI,2103483.5399999996
TXN1429,ACC103,Ravi,2023-01-18 21:00:00,Credit,1115.61,Card,2104599.1499999994
TXN1430,ACC102,Rahul,2023-01-18 22:00:00,Debit,4848.62,NetBanking,2109447.7699999996
TXN1431,ACC103,Ravi,2023-01-18 23:00:00,Debit,4102.98,UPI,2113550.7499999995
TXN1432,ACC103,Rahul,2023-01-19 00:00:00,Credit,6503.89,Card,2120054.6399999997
TXN1433,ACC101,Rahul,2023-01-19 01:00:00,Credit,2948.58,NetBanking,2123003.2199999997
TXN1434,ACC103,Rahul,2023-01-19 02:00:00,Debit,3892.34,ATM,2126895.5599999996
TXN1435,ACC102,Rahul,2023-01-19 03:00:00,Debit,9812.07,Card,2136707.6299999994
TXN1436,ACC103,Priya,2023-01-19 04:00:00,Debit,1236.62,NetBanking,2137944.2499999995
TXN1437,ACC101,Anita,2023-01-19 05:00:00,Credit,2079.09,UPI,2140023.3399999994
TXN1438,ACC103,Ravi,2023-01-19 06:00:00,Credit,2466.56,UPI,2142489.8999999994
TXN1439,ACC101,Ravi,2023-01-19 07:00:00,Debit,6996.88,ATM,2149486.7799999993
TXN1440,ACC102,Ravi,2023-01-19 08:00:00,Credit,7165.51,UPI,2156652.289999999
TXN1441,ACC101,Ravi,2023-01-19 09:00:00,Debit,7869.07,UPI,2164521.359999999
TXN1442,ACC103,Rahul,2023-01-19 10:00:00,Credit,3872.34,Card,2168393.699999999
TXN1443,ACC103,Priya,2023-01-19 11:00:00,Debit,8538.79,ATM,2176932.489999999
TXN1444,ACC103,Anita,2023-01-19 12:00:00,Credit,7003.73,UPI,2183936.219999999
TXN1445,ACC102,Rahul,2023-01-19 13:00:00,Debit,7161.27,Card,2191097.489999999
TXN1446,ACC103,Anita,2023-01-19 14:00:00,Debit,8237.69,ATM,2199335.179999999
TXN1447,ACC103,Priya,2023-01-19 15:00:00,Credit,6326.35,Card,2205661.529999999
TXN1448,ACC102,Anita,2023-01-19 16:00:00,Credit,4280.05,ATM,2209941.5799999987
TXN1449,ACC101,Anita,2023-01-19 17:00:00,Credit,404.91,ATM,2210346.489999999
TXN1450,ACC102,Rahul,2023-01-19 18:00:00,Debit,5995.01,UPI,2216341.4999999986
TXN1451,ACC102,Priya,2023-01-19 19:00:00,Debit,5681.26,UPI,2222022.7599999984
TXN1452,ACC103,Rahul,2023-01-19 20:00:00,Debit,6048.0,Card,2228070.7599999984
TXN1453,ACC103,Priya,2023-01-19 21:00:00,Debit,3296.25,NetBanking,2231367.0099999984
TXN1454,ACC101,Ravi,2023-01-19 22:00:00,Debit,5593.33,ATM,2236960.3399999985
TXN1455,ACC103,Ravi,2023-01-19 23:00:00,Credit,1799.4,Card,2238759.7399999984
TXN1456,ACC101,Priya,2023-01-20 00:00:00,Debit,6533.61,NetBanking,2245293.349999998
TXN1457,ACC101,Rahul,2023-01-20 01:00:00,Debit,809.57,Card,2246102.919999998
TXN1458,ACC101,Priya,2023-01-20 02:00:00,Credit,8763.26,ATM,2254866.179999998
TXN1459,ACC103,Rahul,2023-01-20 03:00:00,Credit,2239.77,Card,2257105.949999998
TXN1460,ACC103,Ravi,2023-01-20 04:00:00,Debit,3009.06,NetBanking,2260115.009999998
TXN1461,ACC101,Priya,2023-01-20 05:00:00,Credit,8858.9,NetBanking,2268973.909999998
TXN1462,ACC101,Anita,2023-01-20 06:00:00,Debit,8847.56,UPI,2277821.469999998
TXN1463,ACC101,Rahul,2023-01-20 07:00:00,Debit,8379.05,Card,2286200.5199999977
TXN1464,ACC102,Anita,2023-01-20 08:00:00,Debit,3336.66,NetBanking,2289537.179999998
TXN1465,ACC103,Anita,2023-01-20 09:00:00,Debit,9033.21,UPI,2298570.389999998
TXN1466,ACC102,Ravi,2023-01-20 10:00:00,Credit,7740.84,Card,2306311.2299999977
TXN1467,ACC103,Rahul,2023-01-20 11:00:00,Credit,6615.02,UPI,2312926.2499999977
TXN1468,ACC101,Ravi,2023-01-20 12:00:00,Credit,9008.05,Card,2321934.2999999975
TXN1469,ACC102,Priya,2023-01-20 13:00:00,Debit,7853.0,ATM,2329787.2999999975
TXN1470,ACC102,Ravi,2023-01-20 14:00:00,Debit,4305.02,Card,2334092.3199999975
TXN1471,ACC102,Anita,2023-01-20 15:00:00,Credit,3310.13,NetBanking,2337402.4499999974
TXN1472,ACC102,Anita,2023-01-20 16:00:00,Credit,3999.39,ATM,2341401.8399999975
TXN1473,ACC102,Rahul,2023-01-20 17:00:00,Credit,707.98,NetBanking,2342109.8199999975
TXN1474,ACC103,Priya,2023-01-20 18:00:00,Credit,3697.97,Card,2345807.7899999977
TXN1475,ACC103,Ravi,2023-01-20 19:00:00,Debit,3595.13,ATM,2349402.9199999976
TXN1476,ACC101,Ravi,2023-01-20 20:00:00,Debit,8669.68,NetBanking,2358072.5999999978
TXN1477,ACC102,Priya,2023-01-20 21:00:00,Debit,8898.13,ATM,2366970.7299999977
TXN1478,ACC101,Priya,2023-01-20 22:00:00,Credit,9634.22,Card,2376604.949999998
TXN1479,ACC103,Anita,2023-01-20 23:00:00,Credit,3349.17,Card,2379954.119999998
TXN1480,ACC103,Anita,2023-01-21 00:00:00,Credit,6963.87,UPI,2386917.989999998
TXN1481,ACC102,Priya,2023-01-21 01:00:00,Debit,6367.36,Card,2393285.3499999978
TXN1482,ACC102,Anita,2023-01-21 02:00:00,Credit,2500.19,ATM,2395785.5399999977
TXN1483,ACC103,Rahul,2023-01-21 03:00:00,Debit,8712.88,Card,2404498.4199999976
TXN1484,ACC101,Ravi,2023-01-21 04:00:00,Credit,2219.61,Card,2406718.0299999975
TXN1485,ACC101,Rahul,2023-01-21 05:00:00,Debit,7502.37,ATM,2414220.3999999976
TXN1486,ACC102,Ravi,2023-01-21 06:00:00,Credit,1532.17,UPI,2415752.5699999975
TXN1487,ACC101,Rahul,2023-01-21 07:00:00,Debit,1157.51,NetBanking,2416910.0799999973
TXN1488,ACC102,Ravi,2023-01-21 08:00:00,Debit,7231.19,Card,2424141.269999997
TXN1489,ACC102,Anita,2023-01-21 09:00:00,Credit,5310.55,Card,2429451.819999997
TXN1490,ACC101,Anita,2023-01-21 10:00:00,Credit,4484.87,Card,2433936.689999997
TXN1491,ACC101,Anita,2023-01-21 11:00:00,Debit,7803.99,NetBanking,2441740.6799999974
TXN1492,ACC101,Rahul,2023-01-21 12:00:00,Debit,3651.56,ATM,2445392.2399999974
TXN1493,ACC103,Rahul,2023-01-21 13:00:00,Credit,8548.16,ATM,2453940.3999999976
TXN1494,ACC103,Rahul,2023-01-21 14:00:00,Credit,9625.51,ATM,2463565.9099999974
TXN1495,ACC101,Ravi,2023-01-21 15:00:00,Credit,9793.34,ATM,2473359.249999997
TXN1496,ACC103,Rahul,2023-01-21 16:00:00,Debit,2848.52,NetBanking,2476207.769999997
TXN1497,ACC101,Anita,2023-01-21 17:00:00,Credit,4208.57,ATM,2480416.339999997
TXN1498,ACC103,Rahul,2023-01-21 18:00:00,Credit,7277.6,Card,2487693.939999997
TXN1499,ACC101,Anita,2023-01-21 19:00:00,Debit,8959.17,ATM,2496653.109999997
TXN1500,ACC101,Rahul,2023-01-21 20:00:00,Credit,7141.98,UPI,2503795.089999997
TXN1501,ACC101,Ravi,2023-01-21 21:00:00,Credit,7605.51,Card,2511400.599999997
TXN1502,ACC102,Rahul,2023-01-21 22:00:00,Debit,8845.7,Card,2520246.299999997
TXN1503,ACC101,Anita,2023-01-21 23:00:00,Credit,3732.79,NetBanking,2523979.089999997
TXN1504,ACC103,Ravi,2023-01-22 00:00:00,Debit,5471.19,ATM,2529450.279999997
TXN1505,ACC103,Priya,2023-01-22 01:00:00,Debit,5394.22,ATM,2534844.499999997
TXN1506,ACC101,Anita,2023-01-22 02:00:00,Debit,6511.07,NetBanking,2541355.569999997
TXN1507,ACC103,Anita,2023-01-22 03:00:00,Credit,8962.32,Card,2550317.889999997
TXN1508,ACC103,Ravi,2023-01-22 04:00:00,Debit,6048.19,UPI,2556366.079999997
TXN1509,ACC102,Rahul,2023-01-22 05:00:00,Debit,9702.39,ATM,2566068.469999997
TXN1510,ACC101,Anita,2023-01-22 06:00:00,Credit,7348.14,UPI,2573416.609999997
TXN1511,ACC101,Anita,2023-01-22 07:00:00,Debit,4211.39,ATM,2577627.999999997
TXN1512,ACC101,Priya,2023-01-22 08:00:00,Credit,5853.27,Card,2583481.269999997
TXN1513,ACC101,Priya,2023-01-22 09:00:00,Debit,9230.98,NetBanking,2592712.249999997
TXN1514,ACC101,Rahul,2023-01-22 10:00:00,Debit,6223.15,ATM,2598935.399999997
TXN1515,ACC101,Priya,2023-01-22 11:00:00,Debit,7128.29,UPI,2606063.689999997
TXN1516,ACC103,Ravi,2023-01-22 12:00:00,Debit,6646.79,NetBanking,2612710.479999997
TXN1517,ACC102,Priya,2023-01-22 13:00:00,Debit,3427.85,NetBanking,2616138.3299999973
TXN1518,ACC102,Anita,2023-01-22 14:00:00,Debit,2113.02,Card,2618251.3499999973
TXN1519,ACC102,Ravi,2023-01-22 15:00:00,Debit,4137.35,ATM,2622388.6999999974
TXN1520,ACC101,Priya,2023-01-22 16:00:00,Debit,1592.62,UPI,2623981.3199999975
TXN1521,ACC101,Ravi,2023-01-22 17:00:00,Credit,8280.7,UPI,2632262.0199999977
TXN1522,ACC103,Anita,2023-01-22 18:00:00,Debit,7133.56,UPI,2639395.5799999977
TXN1523,ACC103,Priya,2023-01-22 19:00:00,Credit,4070.46,UPI,2643466.0399999977
TXN1524,ACC103,Ravi,2023-01-22 20:00:00,Debit,1796.69,UPI,2645262.7299999977
TXN1525,ACC103,Rahul,2023-01-22 21:00:00,Debit,8770.41,ATM,2654033.139999998
TXN1526,ACC103,Anita,2023-01-22 22:00:00,Debit,6426.73,NetBanking,2660459.869999998
TXN1527,ACC103,Anita,2023-01-22 23:00:00,Debit,9966.37,NetBanking,2670426.239999998
TXN1528,ACC103,Rahul,2023-01-23 00:00:00,Debit,1100.87,NetBanking,2671527.109999998
TXN1529,ACC103,Anita,2023-01-23 01:00:00,Credit,2524.0,UPI,2674051.109999998
TXN1530,ACC101,Priya,2023-01-23 02:00:00,Credit,928.18,UPI,2674979.289999998
TXN1531,ACC103,Priya,2023-01-23 03:00:00,Debit,7472.94,NetBanking,2682452.229999998
TXN1532,ACC102,Ravi,2023-01-23 04:00:00,Debit,1679.8,ATM,2684132.029999998
TXN1533,ACC103,Ravi,2023-01-23 05:00:00,Credit,8828.43,UPI,2692960.459999998
TXN1534,ACC102,Anita,2023-01-23 06:00:00,Debit,4965.65,UPI,2697926.109999998
TXN1535,ACC103,Rahul,2023-01-23 07:00:00,Credit,5309.08,Card,2703235.189999998
TXN1536,ACC103,Anita,2023-01-23 08:00:00,Debit,520.95,NetBanking,2703756.1399999983
TXN1537,ACC102,Ravi,2023-01-23 09:00:00,Credit,6179.13,UPI,2709935.269999998
TXN1538,ACC101,Ravi,2023-01-23 10:00:00,Debit,2353.39,UPI,2712288.6599999983
TXN1539,ACC101,Ravi,2023-01-23 11:00:00,Debit,2213.69,ATM,2714502.349999998
TXN1540,ACC102,Priya,2023-01-23 12:00:00,Debit,8963.65,UPI,2723465.999999998
TXN1541,ACC102,Anita,2023-01-23 13:00:00,Credit,8891.33,NetBanking,2732357.329999998
TXN1542,ACC103,Anita,2023-01-23 14:00:00,Debit,152.13,NetBanking,2732509.459999998
TXN1543,ACC102,Priya,2023-01-23 15:00:00,Credit,8339.81,Card,2740849.269999998
TXN1544,ACC102,Anita,2023-01-23 16:00:00,Debit,9032.76,Card,2749882.029999998
TXN1545,ACC103,Rahul,2023-01-23 17:00:00,Credit,5168.28,UPI,2755050.3099999977
TXN1546,ACC102,Rahul,2023-01-23 18:00:00,Debit,6596.12,NetBanking,2761646.429999998
TXN1547,ACC102,Priya,2023-01-23 19:00:00,Credit,7701.08,UPI,2769347.509999998
TXN1548,ACC103,Ravi,2023-01-23 20:00:00,Debit,6885.86,NetBanking,2776233.369999998
TXN1549,ACC103,Ravi,2023-01-23 21:00:00,Credit,4645.25,ATM,2780878.619999998
TXN1550,ACC102,Anita,2023-01-23 22:00:00,Credit,5777.18,Card,2786655.799999998
TXN1551,ACC103,Rahul,2023-01-23 23:00:00,Debit,5783.19,UPI,2792438.989999998
TXN1552,ACC102,Ravi,2023-01-24 00:00:00,Debit,8437.09,UPI,2800876.0799999977
TXN1553,ACC101,Priya,2023-01-24 01:00:00,Credit,2480.37,UPI,2803356.449999998
TXN1554,ACC101,Priya,2023-01-24 02:00:00,Debit,7596.54,NetBanking,2810952.989999998
TXN1555,ACC102,Rahul,2023-01-24 03:00:00,Credit,8142.14,ATM,2819095.129999998
TXN1556,ACC101,Rahul,2023-01-24 04:00:00,Credit,7990.62,NetBanking,2827085.749999998
TXN1557,ACC102,Anita,2023-01-24 05:00:00,Debit,8096.31,Card,2835182.059999998
TXN1558,ACC102,Ravi,2023-01-24 06:00:00,Credit,8309.87,ATM,2843491.9299999983
TXN1559,ACC103,Priya,2023-01-24 07:00:00,Credit,4233.41,NetBanking,2847725.3399999985
TXN1560,ACC103,Rahul,2023-01-24 08:00:00,Credit,6217.08,ATM,2853942.4199999985
